"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 05 15:32:47 IST 2022","Mon Sep 05 15:33:08 IST 2022","21086","All Test Suite","D:/TESTING/Sample/SampleProject","Test.Search","Test.Search","LoginIsWorking","LoginIsWorking",""
"passed","Mon Sep 05 15:33:12 IST 2022","Mon Sep 05 15:33:41 IST 2022","28484","All Test Suite","D:/TESTING/Sample/SampleProject","Test.Search","Test.Search","LoggedInOrNot","LoggedInOrNot",""
